0.000000 6.414519
0.058594 2.384855
0.117188 -5.138806
0.175781 -1.706734
0.234375 9.518770
0.292969 31.701231
0.351562 40.477403
0.410156 42.785311
0.468750 45.444508
0.527344 54.456199
0.585938 57.942618
0.644531 49.785679
0.703125 44.742405
0.761719 44.922351
0.820312 42.566624
0.878906 42.682891
0.937500 44.677541
0.996094 47.957316
1.054688 54.493238
1.113281 61.684555
1.171875 64.041288
1.230469 62.545620
1.289062 59.355353
1.347656 55.050627
1.406250 51.777186
1.464844 50.363515
1.523438 49.085353
1.582031 48.956954
1.640625 55.724103
1.699219 65.718989
1.757812 65.043978
1.816406 55.422723
1.875000 50.764393
1.933594 48.526786
1.992188 45.791001
2.050781 51.319233
2.109375 54.476011
2.167969 56.166406
2.226562 59.066792
2.285156 66.648145
2.343750 64.402826
2.402344 59.381771
2.460938 60.180308
2.519531 57.577097
2.578125 54.315229
2.636719 52.687749
2.695312 54.454777
2.753906 54.247179
2.812500 60.143908
2.871094 64.640506
2.929688 60.107916
2.988281 52.007505
3.046875 49.906247
3.105469 49.789868
3.164062 48.246912
3.222656 47.497914
3.281250 49.427529
3.339844 45.066243
3.398438 25.767988
3.457031 10.699338
3.515625 2.004061
3.574219 -3.880095
3.632812 -8.430350
3.691406 -11.906216
3.750000 -14.599343
3.808594 -17.124151
3.867188 -18.799363
3.925781 -21.062939
3.984375 -21.576627
4.042969 -25.175975
4.101562 -24.341752
4.160156 -26.825485
4.218750 -27.450953
4.277344 -29.490386
4.335938 -30.260814
4.394531 -30.793005
4.453125 -32.578928
4.511719 -32.887826
4.570312 -34.007756
4.628906 -34.862704
4.687500 -34.978631
4.746094 -36.586494
4.804688 -37.553711
4.863281 -38.134060
4.921875 -38.757474
4.980469 -39.862953
