9098.000000 473.828587
8002.000000 400.804470
8572.000000 367.350679
9222.000000 370.389413
8193.000000 402.401515
8710.000000 452.400857
9173.000000 507.300046
8203.000000 553.479309
8439.000000 578.375046
9115.000000 571.915671
8061.000000 527.625096
8552.000000 443.279102
9079.000000 321.063825
7927.000000 167.212867
8577.000000 -8.812949
8870.000000 -195.481095
7864.000000 -380.556563
8540.000000 -552.505176
8620.000000 -701.761077
7742.000000 -821.729261
8556.000000 -909.409828
8581.000000 -965.570073
7756.000000 -994.481932
8695.000000 -1003.260377
8533.000000 -1000.885025
7689.000000 -997.054766
8775.000000 -1001.004208
8348.000000 -1020.417293
7601.000000 -1060.586330
8747.000000 -1123.890254
8155.000000 -1209.640917
7499.000000 -1314.317768
8654.000000 -1432.129165
8030.000000 -1555.817729
7583.000000 -1677.613183
8607.000000 -1790.190360
7975.000000 -1887.511317
7218.000000 -1965.462319
8438.000000 -2022.192204
7932.000000 -2058.122077
7512.000000 -2075.650784
8596.000000 -2078.582041
8019.000000 -2071.369836
7709.000000 -2058.299140
8554.000000 -2042.696345
7773.000000 -2026.296504
7518.000000 -2008.858978
8334.000000 -1988.078946
7398.000000 -1959.818748
7391.000000 -1918.648097
8007.000000 -1858.610771
8623.000000 -1774.133518
8616.000000 -1660.970033
7680.000000 -1517.042259
8496.000000 -1343.071466
8241.000000 -1142.919758
7460.000000 -923.568799
8305.000000 -694.724772
7995.000000 -468.089351
7418.000000 -256.353626
8502.000000 -72.017664
8082.000000 73.824039
7576.000000 172.610730
8796.000000 219.233583
8039.000000 212.625334
7407.000000 155.960404
8431.000000 56.445227
7984.000000 -75.304653
7360.000000 -226.223261
8515.000000 -381.990662
7859.000000 -528.360958
7267.000000 -652.460602
8413.000000 -743.941289
7666.000000 -795.867969
7239.000000 -805.245103
8325.000000 -773.141702
7481.000000 -704.412525
7319.000000 -607.044065
8258.000000 -491.204420
7433.000000 -368.116468
7458.000000 -248.857797
8272.000000 -143.222244
7394.000000 -58.772143
7474.000000 -0.152056
8150.000000 31.260402
7144.000000 37.335563
7437.000000 22.841655
8087.000000 -5.202598
6935.000000 -38.392762
7462.000000 -67.901908
7953.000000 -85.454408
6899.000000 -84.201040
7575.000000 -59.395085
7811.000000 -8.822225
6841.000000 67.053820
7304.000000 165.241310
7821.000000 280.621085
6792.000000 406.543685
7442.000000 535.560117
8012.000000 660.186440
6916.000000 773.619995
7426.000000 870.350685
8368.000000 946.588807
7487.000000 1000.485969
7881.000000 1032.154457
8958.000000 1043.478737
8311.000000 1037.769843
8520.000000 1019.324865
9613.000000 992.928833
8863.000000 963.374263
8783.000000 935.057459
9880.000000 911.667842
9188.000000 896.011182
8755.000000 889.969887
9840.000000 894.568584
9129.000000 910.132858
8524.000000 936.502321
8720.000000 973.239557
8061.000000 1019.814374
8661.000000 1075.729387
8356.000000 1140.553347
7566.000000 1213.878190
8327.000000 1295.204169
8453.000000 1383.766416
7420.000000 1478.350938
7872.000000 1577.135690
8504.000000 1677.576806
7361.000000 1776.389720
7769.000000 1869.636596
8375.000000 1952.910411
7294.000000 2021.626147
7884.000000 2071.382179
8251.000000 2098.345135
7281.000000 2099.635413
8035.000000 2073.651347
8057.000000 2020.290757
7177.000000 1941.045512
8045.000000 1838.950582
7817.000000 1718.371761
7128.000000 1584.665814
8021.000000 1443.738567
7739.000000 1301.535069
7009.000000 1163.526475
7852.000000 1034.247439
7697.000000 916.919742
7031.000000 813.214525
7900.000000 723.180528
7705.000000 645.331382
7075.000000 576.892059
8196.000000 514.183963
7738.000000 453.082359
7219.000000 389.527190
8438.000000 320.000926
7764.000000 241.948637
7259.000000 154.078441
8448.000000 56.513067
7730.000000 -49.208530
7391.000000 -160.293637
8472.000000 -272.996866
7588.000000 -383.017486
7432.000000 -485.957686
8325.000000 -577.795321
7467.000000 -655.303132
7445.000000 -716.389560
8212.000000 -760.322575
7260.000000 -787.803441
7396.000000 -800.902422
8046.000000 -802.863467
6965.000000 -797.785731
7335.000000 -790.239759
8215.000000 -784.848200
7404.000000 -785.862910
7656.000000 -796.799555
8497.000000 -820.150803
