0.000000 88.536841 5.105152
0.062500 85.550325 9.528012
0.125000 33.052606 13.709919
0.187500 37.319737 20.064219
0.250000 37.923549 29.522120
0.312500 39.583348 49.847034
0.375000 31.925544 60.465940
0.437500 36.432596 60.026104
0.500000 41.916901 49.929949
0.562500 40.387912 39.733416
0.625000 35.672970 35.198109
0.687500 36.044593 34.438342
0.750000 43.732598 43.519311
0.812500 45.202090 46.226213
0.875000 52.011387 51.500045
0.937500 62.356862 62.234650
1.000000 61.617080 61.588703
1.062500 53.736061 53.631439
1.125000 37.484784 39.692566
1.187500 41.879468 41.422648
1.250000 39.719291 37.504426
1.312500 37.714304 37.976770
1.375000 34.991512 35.623596
1.437500 41.305883 41.033410
1.500000 43.660543 44.018837
1.562500 43.822560 44.572560
1.625000 40.899493 41.969210
1.687500 41.877231 41.598254
1.750000 42.184979 43.183647
1.812500 45.521079 45.877235
1.875000 50.151829 50.194995
1.937500 54.519047 54.517547
2.000000 52.172156 52.377424
2.062500 44.947786 44.992067
2.125000 35.918875 35.481163
2.187500 34.526573 33.725983
2.250000 32.724229 30.331842
2.312500 30.704967 29.198990
2.375000 32.792757 31.971328
2.437500 31.286911 32.041257
2.500000 30.180307 32.097730
2.562500 36.539839 35.854621
2.625000 39.071304 38.970349
2.687500 39.458417 40.178958
2.750000 41.824134 41.446656
2.812500 43.861240 44.291040
2.875000 49.100520 48.471070
2.937500 50.357550 50.516451
3.000000 46.964624 47.236836
3.062500 39.643469 39.950510
3.125000 34.973790 36.173288
3.187500 35.106051 35.450922
3.250000 33.296206 34.252960
3.312500 35.099800 35.757953
3.375000 38.267737 38.385943
3.437500 31.966987 34.394055
3.500000 38.542062 38.901909
3.562500 30.317913 34.949748
3.625000 40.078637 24.099167
3.687500 33.733593 19.156838
3.750000 36.657615 6.174578
3.812500 37.773722 -0.553889
3.875000 41.203265 -5.269154
3.937500 41.795683 -9.528532
4.000000 37.193759 -13.321516
4.062500 30.731599 -16.442232
4.125000 36.191558 -19.204837
4.187500 35.062602 -21.661460
4.250000 34.512737 -23.881349
4.312500 33.074849 -25.896205
4.375000 30.980300 -27.741354
4.437500 29.443473 -29.441801
4.500000 29.543670 -31.010149
4.562500 34.836424 -32.473351
4.625000 31.061559 -33.839872
4.687500 27.125343 -35.120265
4.750000 32.550920 -36.313394
4.812500 29.241145 -37.426189
4.875000 33.513552 -38.499132
4.937500 36.282065 -39.528794
5.000000 35.463663 -40.436942
5.062500 32.097871 -41.372464
5.125000 29.342493 -42.219902
5.187500 26.778449 -43.040340
5.250000 21.453849 -43.820638
5.312500 26.157496 -44.562330
5.375000 27.655068 -45.277724
5.437500 28.442526 -45.962682
5.500000 28.027513 -46.618129
5.562500 27.709790 -47.247702
5.625000 27.754758 -47.854825
5.687500 26.543626 -48.440407
5.750000 29.825681 -49.002405
5.812500 30.633216 -49.546842
5.875000 31.187597 -50.085757
5.937500 28.753456 -50.575321
6.000000 27.785552 -51.079638
6.062500 28.966944 -51.568174
6.125000 28.586205 -52.026901
6.187500 18.995362 -52.494037
6.250000 25.942591 -52.892829
6.312500 26.217445 -53.376253
6.375000 21.803212 -53.776601
6.437500 14.912451 -54.168291
6.500000 26.632366 -54.574565
6.562500 32.831803 -54.953124
6.625000 31.779601 -55.447992
6.687500 25.459143 -55.660662
6.750000 23.837224 -56.025833
6.812500 29.690566 -56.603062
6.875000 29.389249 -56.705163
6.937500 19.636772 -57.156824
7.000000 23.029935 -57.525456
7.062500 25.215519 -57.756870
7.125000 25.951235 -58.231737
7.187500 28.265038 -58.424135
7.250000 26.267265 -58.817938
7.312500 20.436159 -59.113525
7.375000 24.159759 -59.288219
7.437500 25.670181 -59.849530
7.500000 17.662814 -59.988089
7.562500 22.134123 -60.221078
7.625000 21.659129 -60.593032
7.687500 28.148021 -60.847425
7.750000 26.949814 -61.229339
7.812500 22.014950 -61.409419
7.875000 23.208017 -61.690135
7.937500 22.078467 -62.002598
8.000000 20.132245 -62.230629
8.062500 19.909909 -62.539906
8.125000 21.685493 -62.765972
8.187500 25.855559 -62.858988
8.250000 28.260479 -63.489484
8.312500 25.620554 -63.452586
8.375000 24.583460 -63.726715
8.437500 28.473829 -64.187597
8.500000 25.560157 -64.117872
8.562500 22.006275 -64.590147
8.625000 21.053154 -64.724121
8.687500 20.612768 -64.988315
8.750000 20.241876 -65.245426
8.812500 19.639861 -65.417099
8.875000 19.597656 -65.770839
8.937500 22.287260 -65.879587
9.000000 22.947895 -66.115594
9.062500 19.992577 -66.404737
9.125000 19.203070 -66.579042
9.187500 23.474180 -66.726129
9.250000 24.829764 -67.118937
9.312500 22.148082 -67.220092
9.375000 26.033089 -67.520597
9.437500 26.773809 -67.622423
9.500000 24.605435 -67.835153
9.562500 27.177335 -68.204350
9.625000 26.569720 -68.165218
9.687500 22.966400 -68.618702
9.750000 19.509466 -68.662485
9.812500 18.789205 -68.925832
9.875000 17.269208 -69.113031
9.937500 19.909854 -69.336033
10.000000 25.525856 -69.482794
10.062500 24.493108 -69.727301
10.125000 24.328197 -69.925284
10.187500 22.808155 -70.131751
10.250000 19.960938 -70.285163
10.312500 22.907173 -70.488907
10.375000 23.157609 -70.674891
10.437500 21.017732 -70.840666
10.500000 21.741747 -71.122137
10.562500 20.201822 -71.211569
10.625000 20.483722 -71.450745
10.687500 21.242588 -71.621484
10.750000 24.237824 -71.809151
10.812500 23.372566 -71.996809
10.875000 25.417740 -72.128737
10.937500 27.925299 -72.423232
11.000000 26.974127 -72.491156
11.062500 21.993123 -72.716354
11.125000 19.572386 -72.892258
11.187500 24.170493 -73.060675
11.250000 25.137158 -73.246673
11.312500 22.824804 -73.407548
11.375000 21.503321 -73.602173
11.437500 15.440701 -73.756852
11.500000 20.373340 -73.945149
11.562500 22.565233 -74.094124
11.625000 20.944494 -74.286676
11.687500 22.936982 -74.447046
11.750000 25.539678 -74.629002
11.812500 24.561336 -74.776738
11.875000 19.789673 -74.953845
11.937500 21.465177 -75.123966
12.000000 24.056166 -75.276968
12.062500 25.795721 -75.454951
12.125000 24.914285 -75.612396
12.187500 16.190486 -75.778658
12.250000 21.450827 -75.939984
12.312500 20.538817 -76.103466
12.375000 18.423502 -76.263745
12.437500 17.753836 -76.424624
12.500000 25.343440 -76.584732
12.562500 26.657723 -76.743987
12.625000 22.822497 -76.902622
12.687500 18.092382 -77.060773
12.750000 25.351745 -77.218695
12.812500 27.603002 -77.373349
12.875000 26.703241 -77.533223
12.937500 24.220772 -77.683821
13.000000 19.067813 -77.844090
13.062500 13.674041 -77.998151
13.125000 22.828299 -78.144143
13.187500 22.195223 -78.305666
13.250000 21.303299 -78.449799
13.312500 25.243948 -78.613643
13.375000 24.348982 -78.762339
13.437500 18.881489 -78.909630
13.500000 21.994793 -79.053871
13.562500 26.254860 -79.223078
13.625000 25.309311 -79.363721
13.687500 24.751396 -79.501836
