   7.1880000e+03  -2.0294842e+02
   6.3510000e+03  -3.6077644e+02
   7.1380000e+03  -4.8596722e+02
   7.2330000e+03  -5.7015004e+02
   6.3250000e+03  -6.0949022e+02
   6.8470000e+03  -6.0496722e+02
   7.3290000e+03  -5.6211342e+02
   6.4810000e+03  -4.9024188e+02
   6.7690000e+03  -4.0126305e+02
   7.8030000e+03  -3.0823391e+02
   7.0450000e+03  -2.2379726e+02
   7.0740000e+03  -1.5868657e+02
   8.1660000e+03  -1.2047596e+02
   7.3690000e+03  -1.1270088e+02
   7.2180000e+03  -1.3444211e+02
   8.4230000e+03  -1.8043160e+02
   7.7390000e+03  -2.4165287e+02
   7.1710000e+03  -3.0636359e+02
   8.2430000e+03  -3.6144143e+02
   7.7790000e+03  -3.9389533e+02
   7.9050000e+03  -3.9236863e+02
   6.9520000e+03  -3.4849766e+02
   7.5460000e+03  -2.5794637e+02
   8.5260000e+03  -1.2103908e+02
   8.0850000e+03   5.7097312e+01
   8.2970000e+03   2.6688806e+02
   9.1150000e+03   4.9511813e+02
   8.8010000e+03   7.2611706e+02
   8.6090000e+03   9.4319618e+02
   9.9910000e+03   1.1301869e+03
   9.6360000e+03   1.2729245e+03
   9.0940000e+03   1.3605433e+03
   1.0246000e+04   1.3864404e+03
   9.7140000e+03   1.3488248e+03
   9.1710000e+03   1.2508191e+03
   1.0185000e+04   1.1000930e+03
   9.4410000e+03   9.0808496e+02
   8.9200000e+03   6.8891000e+02
   9.5410000e+03   4.5804528e+02
   8.8200000e+03   2.3094330e+02
   8.2200000e+03   2.1709740e+01
   9.0780000e+03  -1.5804092e+02
   8.0850000e+03  -3.0004445e+02
   7.6070000e+03  -3.9987870e+02
   8.6200000e+03  -4.5707952e+02
   7.7500000e+03  -4.7487435e+02
   7.7510000e+03  -4.5957264e+02
   8.9020000e+03  -4.1971237e+02
   8.0610000e+03  -3.6504324e+02
   8.1760000e+03  -3.0545453e+02
   9.0680000e+03  -2.4997718e+02
   8.1270000e+03  -2.0593760e+02
   8.4550000e+03  -1.7834172e+02
   9.0790000e+03  -1.6955571e+02
   8.1820000e+03  -1.7927791e+02
   8.6820000e+03  -2.0479557e+02
   8.9450000e+03  -2.4149481e+02
   8.0660000e+03  -2.8353605e+02
   8.2970000e+03  -3.2462749e+02
   8.9750000e+03  -3.5881068e+02
   7.8590000e+03  -3.8116710e+02
   8.4150000e+03  -3.8837154e+02
   8.6420000e+03  -3.7905903e+02
   7.8390000e+03  -3.5394783e+02
   8.6680000e+03  -3.1573213e+02
   8.7460000e+03  -2.6876755e+02
   8.0920000e+03  -2.1857295e+02
   8.9680000e+03  -1.7122289e+02
   8.8720000e+03  -1.3269723e+02
   8.1930000e+03  -1.0824284e+02
   9.1280000e+03  -1.0182763e+02
   8.7400000e+03  -1.1573878e+02
   8.0510000e+03  -1.5034645e+02
   9.0560000e+03  -2.0407042e+02
   8.4800000e+03  -2.7354139e+02
   7.7780000e+03  -3.5392209e+02
   8.8390000e+03  -4.3937140e+02
   8.1520000e+03  -5.2359410e+02
   7.5870000e+03  -6.0040831e+02
   8.6260000e+03  -6.6429734e+02
   7.9310000e+03  -7.1088264e+02
   7.5130000e+03  -7.3726765e+02
   8.5420000e+03  -7.4224543e+02
   7.9360000e+03  -7.2634368e+02
   7.3980000e+03  -6.9170466e+02
   8.2980000e+03  -6.4183449e+02
   8.1240000e+03  -5.8124068e+02
   7.6400000e+03  -5.1499250e+02
   8.4710000e+03  -4.4825938e+02
   8.5040000e+03  -3.8586604e+02
   7.8740000e+03  -3.3189740e+02
   8.5480000e+03  -2.8939562e+02
   8.6980000e+03  -2.6017113e+02
   7.8780000e+03  -2.4472901e+02
   8.2700000e+03  -2.4231848e+02
   8.7200000e+03  -2.5109458e+02
   7.7230000e+03  -2.6836160e+02
   8.0750000e+03  -2.9087244e+02
   8.7230000e+03  -3.1516125e+02
   7.5590000e+03  -3.3786191e+02
   7.9490000e+03  -3.5598512e+02
   8.6100000e+03  -3.6714373e+02
   8.3620000e+03  -3.6968629e+02
   7.6720000e+03  -3.6274758e+02
   7.6690000e+03  -3.4621059e+02
   8.6660000e+03  -3.2058959e+02
   8.2310000e+03  -2.8685617e+02
